      Plot replica #,            Solution,           chi2/Npts,               up1 a,               up1 b,               up1 c,               dp1 a,               dp1 b,               dp1 c,               um1 a,               um1 b,               um1 c,               dm1 a,               dm1 b,               dm1 c,                GT a,                GT b,                GT c,                G2 a,                G2 b,                G2 c,               QTu a,               QTu b,               QTu c,               QTd a,               QTd b,               QTd c,
                 236,                 N/A,            2.196577,            3.884585,           -4.770934,           -4.526622,           15.851787,          -23.843340,            0.796363,           -3.810525,            1.541410,           11.723578,           -4.900221,            8.936963,           -1.997618,            5.640272,           -5.692708,            1.999072,           -3.144180,           -4.795780,            0.361996,           -4.760790,            4.798723,           -7.669491,            5.440296,            4.015155,            6.533295,
                 237,                 N/A,            1.981483,           -3.136106,            3.803332,           -0.397400,            6.507615,          -12.911344,            7.391463,           -2.785414,           -0.202700,           11.044909,          -11.606150,            3.997197,           17.993357,            1.227602,           -4.090657,            5.072604,           -1.420897,           -0.059468,            2.178671,           -9.655020,           10.430779,            0.596872,           11.190323,           -9.784076,           -4.794433,
                 238,                 N/A,            1.919539,            1.226656,            2.108149,           -7.551239,            4.469313,          -11.362124,            8.101346,           -4.495633,            2.822003,           10.158313,           -8.130376,            7.629755,            6.772612,            3.310296,          -14.464264,           -0.794447,           -1.699434,            1.080454,           -3.166552,            2.276542,           16.365574,            4.450898,            0.618583,          -18.133873,           -3.635215,
                 239,                 N/A,            2.274059,           -6.154365,           17.122091,          -10.316596,            6.673629,           -5.516322,           -2.404547,          -13.699754,           11.851813,           20.607643,          -12.193680,            7.084784,           14.362959,            5.400027,           -8.457045,           -9.035282,           -2.724215,           -3.297516,           -2.182859,           -5.506883,           10.319773,           -1.351721,           11.001355,          -12.956294,            3.944474,
                 240,                 N/A,            1.961116,           -5.925275,            9.668007,           -2.131060,            2.161467,           -9.600461,           11.124569,           -6.685835,            3.778453,           15.078835,           -7.502546,           10.416135,            2.478385,            1.278771,           -9.415749,           -6.196889,            3.353255,            0.459540,           -4.137300,           -3.323262,            5.786924,           -6.308325,            3.160995,           -9.301678,            6.813464,
                 241,                 N/A,            2.271443,           -4.696874,            5.654363,           -1.119023,            7.487589,           -7.417289,           -1.627484,           -8.011627,           10.433699,            9.562850,           -4.272153,            0.382634,            5.105931,            4.308816,           -5.261161,           -3.623373,           -3.524573,            0.906754,            2.585509,           -5.510896,           13.718556,           -1.060231,           10.352360,          -15.971176,           -3.219890,
                 242,                 N/A,            1.755635,            2.157005,            1.578743,           -9.961475,            7.393427,           -6.954507,           -1.325390,           -7.785725,            8.409887,           10.918082,           -1.870093,           -8.565909,           10.694128,            3.424040,           -4.209892,           -6.338646,           -0.377531,           -0.018811,            2.294111,           -9.285202,           -4.978147,          -11.436790,            9.348987,            5.009851,            9.071166,
                 243,                 N/A,            1.887538,           -1.400363,            4.053189,           -9.355468,            4.625506,          -15.513791,            7.690268,          -12.820445,           17.463305,           10.891882,            9.281477,          -11.917964,           -9.580369,            4.153275,          -14.292708,            0.436069,            0.559313,           -3.234119,            0.534222,           -4.630344,           11.335957,           -8.280509,            3.674885,           -6.235861,            7.626307,
                 244,                 N/A,            1.973410,           -1.423341,            5.390505,           -9.804802,            3.698501,           -4.519638,           -0.896977,          -12.573107,           17.985156,           10.078489,          -12.780763,           10.925104,           13.656393,            1.209873,           -8.743048,            0.815704,           -3.038929,           -2.403753,            4.003127,           -7.198301,           10.606132,           -9.678015,           11.693672,          -10.570857,            6.068703,
                 245,                 N/A,            1.910344,           -4.628577,            2.590911,            0.787668,            7.110529,          -14.920458,            5.239571,           -8.032875,           -3.383568,           26.396998,            4.251033,            4.114189,          -15.122386,            1.198665,           -6.780985,           -2.353143,            3.306220,           -1.412427,            3.310431,           -3.501997,           11.491736,           -6.783508,            0.868944,           -8.621668,            0.714394,
                 246,                 N/A,            2.027259,           -0.806749,           -0.785084,           -1.565538,            7.164915,           -7.724708,           -0.999668,           -7.770958,            5.046090,           15.437400,           -6.867608,           -2.722936,           16.165140,            6.339701,          -14.203377,            0.461879,           -3.192457,           -3.363491,           -2.933558,           -2.282293,            5.590570,           -6.814294,            5.673704,           -1.505568,            8.103085,
                 247,                 N/A,            1.996986,           -9.978729,           15.551316,           -1.386064,            1.719692,           -6.149844,            7.858466,           -8.044040,            5.191429,           14.832610,          -12.735440,           16.003361,            7.812569,            0.214465,           -3.887570,            1.544601,           -0.281466,            2.086660,           -7.378034,           -6.280295,            8.043225,           -3.721279,           10.592856,          -15.003820,            7.969889,
                 248,                 N/A,            1.801734,           -4.194818,            7.073156,           -3.789153,            3.655319,           -9.908726,            6.885683,           -6.429099,            0.439858,           18.119180,            1.473097,            2.830493,          -10.228120,            4.630785,          -12.356949,           -7.811115,            0.448320,           -0.366707,           -3.750649,           -0.769355,           11.982020,           -8.659805,            2.824739,          -13.874911,            9.710368,
                 249,                 N/A,            1.943980,           -3.338438,            6.689996,           -2.611162,            3.825460,           -6.477837,            6.388122,           -9.936295,            5.947267,           19.566464,           -1.290880,           -0.526049,            1.861189,            0.815508,           -7.954463,            1.550127,            2.599170,           -1.431715,           -4.973970,           -2.647002,            7.419590,           -9.406869,            1.518261,           -7.452670,           11.710652,
                 250,                 N/A,            3.105063,           -2.861304,            7.484482,           -2.495197,           11.684242,          -16.298619,            2.896940,           -1.431297,            7.148380,           -0.114585,           -6.070202,            6.610324,            9.187673,            0.153235,            9.964701,           -6.210482,           -3.268774,           -2.491739,           -0.770139,           -2.572400,            7.635166,           -3.521003,            8.085333,           -8.046193,            1.068682,
                 251,                 N/A,            2.177258,           -6.306089,           11.481951,           -6.581827,            6.123224,          -11.538293,            2.662917,           -5.707060,            5.160069,            9.744729,           -8.006725,            4.816335,           10.025246,            0.601118,           -0.871248,           -9.215473,            1.845038,           -1.500533,           -3.058572,            0.609218,           13.993404,           -3.813703,            0.707547,          -16.225393,            5.293580,
                 252,                 N/A,            1.846233,            0.986182,           -4.372826,           -1.180085,            8.577638,          -16.689826,            5.117973,           -3.903544,            3.012049,            9.679609,            1.484268,            0.676961,           -4.074896,            2.212982,            0.053666,            0.365931,           -0.917045,            0.290980,           -8.197301,           -1.016332,            8.559291,            0.448885,            2.539590,           -7.588344,            4.756429,
                 253,                 N/A,            2.004312,           -3.191940,            3.470616,           -2.543336,            5.260052,          -10.266866,            3.989522,           -5.069920,            6.370507,            8.095497,           -2.157863,           -3.291546,            3.620410,            5.506241,           -8.979753,           -4.034466,           -0.329799,           -0.310957,           -3.430856,           -3.565826,            2.000114,            0.848722,            5.044752,           -2.100409,            0.634714,
                 254,                 N/A,            2.459392,            2.158000,            2.490085,          -13.173616,            6.157111,           -8.179396,           -0.901573,           -1.912002,            7.792507,           -0.705002,           -5.769151,            2.661270,           10.168865,            3.323179,          -11.146793,           -2.451491,            0.419863,           -3.017152,           -1.616491,           -5.332448,           11.914256,            3.777266,            4.829109,           -9.341905,           -1.095711,
                 255,                 N/A,            2.000927,           -2.702810,            4.816143,           -4.369158,           10.052370,          -17.807971,            3.223997,           -8.134109,            4.928785,           16.223930,          -13.353437,           11.709781,           13.231771,            3.328662,           -5.714056,           -5.856943,           -0.032635,            1.590542,            1.102078,           -6.501511,           12.815536,          -11.154187,            7.287760,          -14.293354,            8.186617,
                 256,                 N/A,            2.383265,           -3.902357,            9.638493,           -4.922027,            4.738462,            0.059456,           -3.412473,           -6.731223,            5.928478,           12.920301,           -5.809185,           -6.763260,            7.610289,            0.007562,            0.955377,            2.265283,           -0.491002,           -1.244502,           -7.552198,            0.471513,            4.997091,          -10.123747,            1.545990,           -6.953145,           17.002648,
                 257,                 N/A,            2.017582,            3.047350,           -1.855921,           -7.026211,            7.977123,          -10.243526,            0.978196,           -2.597276,            1.639316,            8.173921,           -4.718450,            6.335553,            1.322606,            5.216096,          -14.936237,            1.653730,           -1.327030,           -1.081425,           -1.301277,           -3.152974,           15.482595,           -0.345071,            3.509511,          -13.104323,            1.224036,
                 258,                 N/A,            1.976435,           -5.191048,            0.186521,            6.678337,           -0.941849,          -11.592238,           19.258671,           -6.701352,            5.458784,           12.824232,           -5.631452,           -7.120187,           16.611332,            1.482718,           -9.387582,           -2.020018,            0.878126,           -3.608898,           -5.528336,           -4.739375,            6.279044,           -5.659758,            8.261451,           -3.934165,            3.315189,
                 259,                 N/A,            2.858945,            0.925719,           13.705522,          -18.567978,           10.717875,          -16.839109,            4.110279,           -0.310195,            1.007337,            4.614440,            8.098900,           -1.224010,          -20.164253,           -0.422357,           -4.785679,           -8.119390,            0.185851,           -2.379079,           -0.803440,           -5.509031,            6.627513,            1.843032,            7.134169,           -9.214725,           -0.506689,
                 260,                 N/A,            2.448031,           -2.956159,            5.090521,           -5.064422,           11.651182,          -21.521953,            3.722604,          -10.125165,            7.708345,           17.606854,           -6.229582,            1.410027,            9.218430,            4.356276,           -2.042582,           -6.658235,           -4.974785,            2.457804,            1.004380,           -2.540913,            9.794852,           -3.631221,            8.646428,          -12.422535,            0.677957,
                 261,                 N/A,            2.679051,           -7.198116,            3.705396,            4.067434,            7.135060,          -17.414747,            6.922006,           -0.071390,           -4.109301,            6.992790,           -9.056937,           -5.210673,           20.021126,            0.513286,           -0.560310,            0.936230,           -0.482309,           -0.846648,           -3.442322,           -5.124700,           13.234186,           -2.472247,            8.304877,          -12.741855,            1.397006,
                 262,                 N/A,            2.146090,           -4.009110,           12.684211,          -10.639820,            0.860335,            0.295917,            1.903413,           -1.382216,           -3.133448,           11.482004,           -3.477677,           -0.558394,           10.045965,            0.939322,          -14.999103,            6.977442,           -1.019761,           -1.118246,           -2.814904,           -3.807263,           -0.117985,           -4.838165,            6.352445,           -2.544318,            8.523225,
                 263,                 N/A,            1.901407,           -1.482671,            2.813597,           -4.275954,            6.414023,          -15.496724,            9.136883,          -11.529073,           15.563183,           11.702778,           -4.831216,            4.927297,            2.841292,            0.587999,           -4.015831,            5.756508,           -1.517700,           -2.919576,            3.488576,           -6.352376,            2.200481,           -8.544493,            8.220259,            1.797200,            2.637525,
                 264,                 N/A,            2.260696,           -5.084161,            7.464196,            0.206157,            8.106240,          -18.310473,           10.510403,           -7.040100,            4.704005,           14.233196,          -13.378782,           16.320642,            6.589952,            3.843006,           -2.288636,           -0.369319,           -4.996219,            1.052562,           -3.300584,           -6.502328,           10.465045,          -10.455075,           13.680004,          -12.955389,            9.642676,
                 265,                 N/A,            2.465765,           -0.993834,            4.558087,           -5.030696,            2.069252,           -3.632459,            6.367701,           -0.306982,           -8.542332,           16.766760,          -19.818577,           13.070915,           24.788780,           -0.011482,          -10.135496,            9.722121,           -1.362160,           -0.971345,           -2.930685,           -6.880847,           10.306475,          -11.577987,            8.971353,          -10.433414,           12.944186,
                 266,                 N/A,            2.123127,           -0.628594,            0.675760,           -3.366024,            5.917463,          -11.277195,            5.587111,           -6.401566,            0.126054,           17.730625,           -6.333663,            5.269426,            8.948178,            8.410959,          -14.877257,           -9.614043,           -0.506839,           -3.787804,            0.192850,           -6.293451,            9.611130,          -11.295759,            7.116632,           -4.909252,            8.882900,
                 267,                 N/A,            2.545774,           -3.363340,            4.569150,           -1.266092,            6.163207,          -19.631832,           14.359744,           -6.729653,           11.696711,            5.202184,           -3.036851,            6.402805,           -9.309091,            0.005378,           -5.860083,            6.974593,           -2.153786,            3.118697,           -6.610199,           -1.005863,            4.870250,            2.253030,            5.719529,           -9.311389,           -0.176503,
                 268,                 N/A,            1.916672,           -1.331920,            4.194127,           -5.570116,            1.101399,           -2.500745,            4.941906,           -6.095867,            6.453870,            9.146783,           -9.794347,           -0.668017,           21.365946,            2.226430,           -6.345007,            1.675674,           -2.741872,           -2.527337,            2.983831,           -2.276523,           -0.381512,          -10.284619,            6.150118,            1.411378,            6.112197,
                 269,                 N/A,            1.955584,            0.840153,            0.307985,           -7.450284,            7.172085,          -10.139956,           -0.498800,           -3.734464,            5.044988,            6.652166,           -1.280548,            8.207336,           -9.244236,           -1.107639,            8.887513,            3.012803,           -0.302064,           -3.760266,           -5.082128,           -7.114688,           18.022297,            2.151937,            7.539461,          -14.079796,            2.636882,
                 270,                 N/A,            2.125412,           -2.478650,            8.179604,           -7.628442,            5.125408,           -7.718969,            2.793526,           -1.190480,           -5.412221,           12.765454,          -10.501942,           13.147910,            0.969362,            4.734681,           -9.760715,            1.765373,           -2.673689,           -5.099523,           -5.497468,           -7.194456,            3.529341,            1.116368,           11.040488,           -0.454019,            3.684485,
                 271,                 N/A,            2.313509,           -4.328264,            4.004350,           -4.076459,            9.911450,          -16.963261,           -0.183351,           -6.999911,            2.635328,           16.757112,          -13.498815,            5.012271,           13.734838,            6.793390,           -9.015569,            1.800040,           -2.093115,           -8.669573,            1.557945,           -0.423670,           13.710855,           -0.233961,            1.492277,           -2.470903,           -1.064729,
                 272,                 N/A,            2.104476,            1.053884,           -1.281062,           -6.286892,            2.345768,           -5.288667,            3.480403,           -2.846471,            0.011173,            9.602054,            0.707195,           -2.005804,           -1.410851,            2.169689,          -14.999900,            2.919521,            2.297278,           -8.648079,           -0.197430,           -8.139786,           16.173079,          -10.626244,            5.754982,           -6.402695,           10.007467,
                 273,                 N/A,            2.084287,            0.983249,            2.539546,           -5.298049,            1.398589,          -10.598759,           15.804425,           -6.861114,            7.639391,            9.985478,           -2.699331,           -4.313680,            6.025359,           -1.896138,            4.265274,           -5.543758,           -0.429230,            1.148249,            4.999792,           -2.211807,            7.216770,          -18.146770,            4.861172,           -9.690823,            8.598051,
                 274,                 N/A,            1.901177,           -2.017336,            4.217319,           -8.324934,            2.242963,           -4.312188,            0.985505,           -7.278071,           10.662039,            7.381046,          -13.907753,           13.726484,           14.543410,           -0.176477,           -3.063354,            1.559093,            1.507580,            2.145435,           -3.194459,           -3.736145,            4.746793,           -5.931165,            2.869246,           -7.795624,            9.850276,
                 275,                 N/A,            2.013644,           -5.710432,           12.368964,           -6.589074,            3.254380,           -3.022832,            0.934377,           -8.758087,           10.803336,           10.490160,           -0.814644,           -6.512009,            5.101115,            3.673807,           -5.075486,           -4.793607,           -2.408791,            0.187429,            1.031875,            1.558238,           13.664838,           -4.608256,            2.726801,          -17.401942,            3.408167,
                 276,                 N/A,            2.056132,           -7.900668,           13.853266,           -4.666154,            1.573642,           -6.900104,            7.354701,          -10.606416,           12.214756,           12.979368,           -4.039085,           -2.658541,           10.761507,            0.205022,           -4.403360,           -8.288469,            3.667725,           -6.442303,           -3.854298,           -1.230198,           19.966939,           -5.259593,            2.096098,          -19.322727,            6.616176,
                 277,                 N/A,            1.856779,            0.506764,            2.672464,           -8.955917,            1.515160,           -6.064799,            6.950703,          -13.733303,            7.453321,           26.067352,           -5.622039,            2.659183,            3.489312,            3.637710,          -14.969612,           -5.054976,            3.198379,            4.087177,           -4.950923,           -7.742075,           -3.433272,           -8.814559,            4.925083,           -0.935608,           13.307181,
                 278,                 N/A,            1.842521,           -4.305123,            7.645052,           -3.479463,           -0.881199,           -0.984846,            7.185765,           -7.518276,            3.758040,           16.451966,            4.218235,           -8.399686,           -3.925104,           -0.439936,           -8.604516,            4.815495,            0.399747,           -6.379266,            4.264949,           -4.013844,           12.433388,           -8.116526,            5.752801,           -8.309477,            1.454563,
                 279,                 N/A,            2.172056,            1.219817,            5.858017,          -11.637868,            9.560124,          -18.624090,            6.688653,            0.578756,           -1.425578,            4.463812,            1.551309,           -2.111354,           -0.138768,            3.105702,           -5.531445,           -5.077969,            0.905350,           -3.507359,            0.932163,            2.870599,            6.580397,           -4.749692,           -3.999509,           -3.471742,            3.840051,
                 280,                 N/A,            2.063919,           -5.787372,            6.082704,            0.324235,            8.596343,          -18.988456,            7.690036,           -3.889589,            6.356118,            5.493904,           -1.571998,            9.957685,           -6.461059,            5.183560,          -13.137070,           -4.680190,            0.218167,            3.713009,           -8.377809,           -7.605779,            4.806177,           -0.470929,            9.044191,           -8.517842,            5.330051,
                 281,                 N/A,            1.942849,           -2.433825,            7.065443,           -8.197493,            1.353084,           -4.812613,            5.684821,           -4.758590,            4.216920,           10.331932,          -11.222454,            7.674706,           14.115536,            1.151101,           -9.409416,            1.955058,           -0.836442,            1.916482,           -5.068884,           -5.919210,           13.050841,           -8.205849,            8.516110,          -17.097332,           12.178099,
                 282,                 N/A,            1.976234,           -2.363388,            0.043420,            0.142144,            5.208810,          -15.671640,           10.714309,          -10.529730,           10.669982,           15.015085,          -10.468505,           10.556881,            7.983591,            4.857997,           -4.868518,           -4.032449,           -1.963564,            2.473497,           -9.029182,           -4.565859,           14.242952,           -2.367859,            8.408690,          -16.544858,            7.331178,
                 283,                 N/A,            2.012473,           -5.766038,            6.713587,           -1.280153,            4.175292,          -10.685951,            6.524201,           -7.460187,           11.801907,            7.185970,           -0.781597,           10.178636,          -11.370360,            3.673810,           -4.967927,            0.917317,           -1.781451,           -6.597266,           -5.613396,           -4.414457,           13.916895,           -1.741507,            8.372277,           -9.150206,            5.071288,
                 284,                 N/A,            1.950964,           -2.909261,            6.214628,           -3.146061,            7.960544,          -14.189005,            5.742314,           -4.631146,            1.754714,           12.677216,          -12.136524,           21.997758,            0.075105,            6.149440,          -14.964771,           -2.398598,           -2.711849,           -0.664846,           -1.590339,            0.835471,            0.487198,           -7.557970,            3.037164,           -0.489664,            6.424255,
                 285,                 N/A,            1.981676,           -0.503870,            4.705009,           -7.770607,            0.139579,           -5.336072,           10.024970,           -5.567652,            1.795328,           13.962884,           -4.403680,           12.950605,           -7.965307,            2.718441,          -12.657340,            4.913349,           -3.646128,           -1.479419,           -3.421469,           -3.081579,           10.548848,           -7.465809,            8.467161,          -10.758704,            8.721160,
                 286,                 N/A,            2.189282,           -1.333494,            2.604038,           -5.734305,            6.580168,          -15.057207,            7.785872,           -5.343612,            7.092609,            6.861829,           -6.683499,            6.621626,            3.264267,            4.815682,           -2.903341,           -2.950837,           -3.740576,           -4.743058,            4.998484,           -0.480595,            7.849143,          -19.156107,            4.762155,           -2.216222,           11.962133,
                 287,                 N/A,            1.931074,           -3.170167,            6.884599,           -7.965003,            3.108722,           -3.205765,           -0.469679,           -5.750191,            4.294605,           12.325322,          -14.473583,           19.935737,            6.171631,           -0.168337,            1.446966,           -0.648534,            0.445806,           -4.260322,           -1.038014,           -6.184502,            2.240371,            2.237576,            7.213683,           -0.097024,           -1.235491,
                 288,                 N/A,            1.926407,           -3.198853,            3.341101,           -0.720869,           -0.915542,           -0.856397,            7.421182,           -5.000977,            9.402150,            4.247513,          -16.015232,           21.949968,            8.969436,            0.193610,          -14.746410,            1.330765,            1.842645,           -4.040347,           -0.902890,           -2.232790,           15.659507,          -11.488770,            3.108598,          -13.544760,            8.576093,
                 289,                 N/A,            2.112585,           -1.541543,            2.535520,           -3.585255,            4.453910,           -7.709867,            3.898468,           -5.355360,            5.153058,           11.294792,          -14.874395,           17.554145,            8.206900,            3.804606,          -12.412517,           -4.026099,           -0.160772,           -2.095637,           -3.589722,           -0.932916,           12.445047,           -7.114987,            2.888702,          -11.785935,            8.252885,
                 290,                 N/A,            2.054101,           -1.004032,            3.090357,           -6.158258,            7.158490,          -12.526800,            2.537835,           -4.421224,            1.781352,           11.355524,           -8.885865,           13.466181,            5.199382,            3.686676,          -10.563906,            0.268159,           -2.400308,            2.065711,           -7.706662,           -7.935474,            6.709650,           -1.384139,           11.589723,           -9.982949,            7.900370,
                 291,                 N/A,            3.160940,            3.260890,            1.943444,          -11.816826,           10.908736,          -10.320529,           -4.428889,           -3.691337,            7.271165,            5.539414,          -21.938506,           17.376627,           28.376951,           -2.249631,          -14.907843,           -3.698500,           -1.302065,           -4.938670,           -2.116057,           -2.278474,           15.182138,          -15.281426,            7.283258,          -15.657054,           15.387777,
                 292,                 N/A,            1.947347,           -2.188753,            0.896384,           -0.254929,           11.545332,          -21.102355,            4.731925,           -3.946626,            6.160348,            6.919293,           -5.885539,            8.770331,           -0.192458,            5.183104,           -6.310527,           -3.835654,            2.729524,           -7.774143,           -9.784310,            1.722326,            0.924135,            0.143710,           -3.998116,            7.988962,            6.968785,
                 293,                 N/A,            1.946136,           -5.116562,            7.353922,           -2.561185,            2.602423,           -7.789530,            7.250182,           -4.723169,           -0.400801,           15.770387,           -1.967274,            3.353008,           -5.035894,            2.352074,           -8.010903,            2.253058,           -1.227540,           -7.788613,           -4.125556,           -5.475991,           14.939284,          -12.362783,            9.116003,           -9.194126,           13.707833,
                 294,                 N/A,            2.357560,           -7.115374,           11.869916,           -6.709148,            6.562765,          -12.716186,            1.620754,           -7.329843,           -0.594269,           20.664652,            4.765024,          -17.142189,            5.572647,           -1.806660,            5.097992,           -0.743593,           -0.573251,           -1.101347,            1.640309,            3.967519,            4.383356,           -5.877146,           -0.942634,           -6.147599,            3.581741,
                 295,                 N/A,            2.296806,           -2.996656,           10.134263,           -9.585805,            6.918849,           -5.331141,           -3.265369,           -1.027023,           -8.182525,           16.191065,           -5.994120,            1.878824,            7.419075,            3.473279,           -9.081437,            1.946402,           -3.712481,           -1.823893,            2.678007,           -3.216747,            5.334852,           -8.859325,            7.570289,           -6.040868,            7.199317,
                 296,                 N/A,            2.273231,            1.126262,           -0.251136,           -7.808312,            5.457151,          -12.301260,            6.469456,           -4.179238,            3.044899,            9.347118,          -16.742977,           12.672936,           16.937476,            4.574732,          -14.648799,            5.364203,           -2.894083,           -0.021702,           -2.535680,           -1.978594,            7.596670,           -8.365665,            4.416476,           -5.751903,            9.817622,
                 297,                 N/A,            2.139073,            1.449093,           -1.772160,           -5.285194,            1.527013,           -3.803748,            5.439996,           -7.759765,            5.004854,           15.430779,           -6.347059,            6.603531,            2.242999,            4.280903,           -3.967569,           -7.852924,           -0.993014,            0.950342,           -6.798465,           -2.323218,           19.863069,           -4.630265,            5.216328,          -22.770711,            9.486067,
                 298,                 N/A,            2.061820,           -1.962700,           -1.403746,           -1.107498,            0.922801,           -8.133835,            9.322196,           -9.553637,           -2.154857,           27.612542,          -15.778605,            9.020056,           22.205532,            6.468790,          -14.991811,            4.143832,           -1.470058,           -7.820851,           -0.109446,           -3.567421,           15.790076,          -15.558473,            4.943382,           -5.276801,           13.274626,
                 299,                 N/A,            1.894405,           -2.658301,            1.674104,           -0.611787,            7.006464,          -16.602519,            8.432146,           -8.808503,           12.010393,            9.257589,          -11.049606,            9.809034,           12.282365,            0.802808,           -2.714824,           -5.050870,            1.558222,           -1.817953,           -1.026682,           -2.011709,            1.027564,           -2.518296,            2.305207,            0.356363,            0.045574,
                 300,                 N/A,            1.801105,           -2.506301,            0.941466,           -3.913462,            7.330081,          -13.084380,            0.935924,           -5.569142,            7.322181,            7.684750,           -1.759049,           16.677969,          -15.766246,            3.622523,          -14.962481,            4.946217,           -1.268742,            3.422657,           -1.281691,            0.674567,           14.412832,            1.317856,            0.236734,          -15.739025,           -0.624133,
                 301,                 N/A,            1.958316,           -1.731777,           -1.250093,           -1.484683,            6.991841,          -17.643741,            7.714239,           -4.165126,            0.646240,           12.539281,           -6.360267,            8.916792,            1.074468,            3.837308,          -14.958462,            9.063835,            0.161212,           -4.613649,           -4.124159,           -8.236875,           10.262564,           -6.173753,            7.359596,           -2.261540,            8.324783,
                 302,                 N/A,            2.201811,            3.380022,           -4.992494,           -4.683218,            8.250495,          -12.739413,            3.270572,           -2.862569,            6.088149,            3.948012,           -6.909922,            1.539350,            8.294015,            4.003150,          -10.524572,            4.421294,           -2.502890,           -9.349211,            2.900376,           -3.228254,           18.616001,           -8.527431,            4.959870,           -7.295660,            4.114225,
                 303,                 N/A,            2.358404,           -4.042186,            3.628745,           -1.189510,            8.356809,          -16.554312,            5.084210,           -6.651815,            1.688194,           16.257469,          -12.257744,            7.054215,           14.642952,            6.372806,           -9.644590,           -8.104346,           -1.925125,            1.272078,           -2.859317,           -9.544645,            3.372911,           -8.641429,           12.997561,           -4.586751,            8.410292,
                 304,                 N/A,            3.768809,           -5.122045,            6.854376,          -11.531651,            4.140600,          -12.699262,            0.867071,           -3.003846,            4.065326,            6.610231,           -5.641022,          -11.895011,            4.078494,            2.497782,           -4.486542,            5.286780,           -1.827315,            1.864934,           -1.438308,           -3.997011,            6.978014,           -4.623556,            5.092163,           -6.825748,            8.679577,
                 305,                 N/A,            2.080972,           -3.227974,            5.939319,           -5.207162,            9.149248,          -14.842886,            0.771771,           -8.553019,            5.828626,           15.675610,           -2.415508,            6.060836,           -2.852901,            7.246175,           -7.281345,           -6.981377,           -1.495495,           -9.260693,            0.506213,           -1.961223,           14.459418,          -10.096298,            3.688300,           -5.005942,            8.953635,
                 306,                 N/A,            1.930479,            3.226965,           -1.297095,           -7.344511,            8.634532,          -13.599306,            4.471293,            0.335050,           -9.132484,           14.448860,          -11.956502,           16.533911,            4.083289,           -2.999987,          -10.433704,            9.034785,            1.702449,            4.135519,            0.434543,           -6.211202,            3.840117,            0.876495,            3.622446,           -6.325055,           -2.551182,
                 307,                 N/A,            1.888847,           -3.804572,            6.800295,           -3.569986,            7.175889,          -14.933500,            7.024296,           -6.768632,            4.080589,           13.781406,           -9.058018,            4.943156,           11.987052,            3.617409,           -2.373128,           -5.208132,           -3.505582,            1.746092,            1.771350,           -7.290361,            5.775124,          -19.959700,           12.474506,           -9.020695,           15.868589,
                 308,                 N/A,            2.258367,           -9.951986,           10.097712,            4.135710,            3.356492,          -10.092713,            8.136848,          -10.796166,           11.938771,           14.383111,           -7.800989,            5.505732,           10.218358,            4.067061,           -5.928317,           -0.167988,           -4.813762,           -2.118276,           -0.839702,           -1.124761,            2.399526,           -5.648665,            9.418927,           -2.857014,            2.178908,
                 309,                 N/A,            1.993951,           -1.642144,            7.729129,           -8.169416,            4.046510,           -0.547309,           -2.052007,           -6.565978,            5.558721,           11.924811,          -17.621952,           21.413730,           11.033002,            5.372495,          -14.994678,            2.682439,           -1.276741,           -2.809276,           -1.055391,           -7.570914,           11.351540,           -5.452456,            8.420520,           -9.839756,            7.765135,
                 310,                 N/A,            2.050029,           -9.822204,            9.453206,            7.393867,           -3.996414,           -0.336938,           15.198745,           -8.911265,           10.554331,           11.957856,            5.643591,          -17.999891,            6.782989,            2.124894,           -4.683970,           -3.161663,            2.635786,           -2.520273,           -3.476398,            0.038170,           19.983984,           -5.016688,            1.033636,          -20.032547,            2.448017,
                 311,                 N/A,            1.932851,           -2.030380,           10.109421,          -10.842152,            6.651498,          -13.485478,            5.769020,           -7.237737,           10.752236,            7.463545,           -5.361447,           12.863225,           -9.066287,            0.101564,           -9.694965,           -4.980377,            0.150864,            3.740643,            1.581856,           -6.757768,            6.629909,          -15.774258,            8.551781,          -13.357544,           13.266481,
                 312,                 N/A,            1.953635,           -6.461114,            9.851894,           -1.957785,            1.634937,           -5.549659,            7.704642,          -10.827372,            8.999352,           17.413831,           -8.140733,            1.893795,           11.483753,            1.317525,           -4.020597,           -3.791074,            2.047249,           -6.091674,           -7.614537,           -3.145081,            3.400265,           -2.275616,            4.510285,           -0.816817,            6.476735,
                 313,                 N/A,            1.956966,           -2.592043,            1.225821,           -3.458575,            6.941505,          -14.378161,            3.445623,           -3.806030,            2.692713,            8.356661,           -6.099768,            1.082136,           10.892539,            4.747354,           -3.804372,           -6.258969,           -3.183776,           -1.443205,            4.988323,           -4.130398,            8.292291,          -13.629701,            7.999276,           -5.762267,            6.930107,
                 314,                 N/A,            2.094221,           -2.342589,            7.951313,           -8.571576,            5.583865,           -6.705034,            0.420850,          -10.835199,           12.071035,           14.948280,           -7.650035,            3.834218,           11.779943,            3.827821,          -12.690727,            6.496901,            0.460745,           -0.620408,           -3.737671,           -0.987318,            6.125839,           -7.769885,           -0.390471,           -5.367404,           12.751662,
