      Plot replica #,               up1 a,               up1 b,               up1 c,               dp1 a,               dp1 b,               dp1 c,               sp1 a,               sp1 b,               sp1 c,               um1 a,               um1 b,               um1 c,               dm1 a,               dm1 b,               dm1 c,               sm1 a,               sm1 b,               sm1 c,                GT b,                G2 a,                G2 b,                G2 c,               QTu b,               QTd b,               QTs b,
                   1,           -1.838126,            1.327336,           -3.136942,           13.917798,          -15.487172,            3.283450,           11.934895,           -3.696650,          -19.359496,          -11.484210,           11.697775,           12.486184,           -2.810007,            2.155989,           -1.078635,           11.425248,           -7.670574,          -22.722125,            4.935578,            0.387882,           -3.129168,           -2.660865,            1.945122,            4.388235,           -6.895732,
                   2,           -2.914778,            2.860653,           -2.758178,            2.876171,           -3.502015,           -2.011998,            8.830141,           -5.279595,           -9.300831,           -9.553934,            9.884005,           12.592427,           -5.289071,            7.539875,            1.032098,           -1.018990,            9.740706,           -8.785492,           -2.005686,            1.458634,            2.881546,           -9.999972,            0.204778,            6.973529,           -2.002605,
                   3,           -5.038561,            5.018425,            1.174915,            9.355270,           -9.384723,           -2.551667,           -3.371205,            4.206348,           -9.119060,           -4.144973,            4.528099,            7.731658,           -2.053620,           -8.969230,           11.740189,           10.889732,          -10.611908,          -10.798522,            2.755600,            3.016680,            0.640801,           -9.124388,           -4.321382,            5.367810,            6.217998,
                   4,           -5.129367,            4.600911,            2.294030,           17.366459,          -17.722778,           -1.943286,            6.827072,           -3.023766,          -12.436834,           -9.617537,           11.658637,           10.855201,            1.518504,           -1.978394,           -3.359015,            4.483818,           -2.497889,           -6.270185,           -0.898871,            1.738681,           -2.447359,           -4.891176,           -3.978342,            5.659842,            0.788502,
                   5,           -4.346611,            4.465323,           -0.293860,            5.181031,           -4.879406,           -5.796226,            0.729306,           -0.128158,           -3.397159,           -9.888318,           14.862670,            7.440722,            2.644684,           -2.143588,           -5.225127,            5.389761,           -0.092997,          -11.792528,           -4.191242,           -0.613589,            0.808761,           -3.333483,           -3.231958,            7.779516,            1.992567,
                   6,           -3.631780,            3.440365,            1.290567,            5.524638,           -5.739473,           -3.566385,            6.048541,           -4.204971,           -5.497648,           -3.986526,            2.898368,            9.247460,           -8.858245,            7.977040,            7.240580,           13.846855,          -19.498488,           -7.420774,            3.178300,            3.863847,           -1.300284,           -9.529116,           -4.516546,            6.462086,            2.129167,
                   7,           -3.104434,            2.884599,            1.846184,            5.413045,           -5.500054,           -4.018762,           -3.734096,            5.389149,           -8.460170,           -3.622271,            1.324032,           10.325463,           -4.572995,           -0.950584,            7.813362,            6.046223,           -5.618259,           -6.639639,           -1.997374,            0.362555,            0.219768,           -3.668165,           -4.316718,            7.093629,            2.912918,
                   8,           -4.533574,            4.278259,            1.809754,            9.367874,           -9.733523,           -2.475249,            3.968613,           -2.187552,          -10.422720,           -5.386828,            4.808778,            9.896388,            0.426578,           -3.290692,            0.400641,            7.551068,           -5.262970,           -9.963047,            2.061010,            3.130575,           -0.274620,           -9.080003,           -4.180202,            6.314680,            4.497427,
                   9,           -1.400697,            1.173170,           -1.529852,           10.906518,          -10.752248,           -4.825922,           14.735659,          -12.701078,           -8.050581,           -4.620847,            2.703795,           10.240342,            1.587638,           -6.337868,            1.577058,            4.256113,           -0.535373,           -9.166768,           -4.269463,            0.664972,            4.972667,           -9.999935,           -0.630660,            7.443465,            2.197475,
                  10,           -4.397482,            4.377712,            0.680153,            6.929061,           -6.716289,           -2.901392,           12.195058,          -11.643266,           -6.501828,            0.147706,           -2.845968,            6.899066,           -8.594697,            7.530546,            7.605570,            8.747930,           -6.844644,          -10.628584,            2.118736,            3.398161,           -0.450614,           -9.700899,           -3.810207,            4.885055,            4.650723,
                  11,           -2.275688,            1.977865,            1.658231,            7.483891,           -7.853655,           -3.702219,            7.796859,           -5.080167,           -9.131804,           -6.310697,            4.732624,           12.121437,           -6.341019,            9.026821,           -0.319143,            9.510575,          -17.860967,           10.185068,           -0.705967,            2.082029,           -0.712105,           -6.862545,           -4.404562,            7.175064,            3.002925,
                  12,           -3.699059,            3.613963,            0.453919,           10.839884,          -10.958283,           -3.834557,           10.736555,           -9.308544,           -7.664069,           -5.847467,            4.553061,           11.200205,           -5.614169,            2.465146,            6.656857,            7.282099,           -7.456079,           -6.954068,           -1.197031,            1.898157,            0.745346,           -8.154055,           -3.235856,            6.995701,            3.071739,
                  13,           -5.818794,            5.471990,           -0.670668,            8.258742,           -8.037175,           -5.726519,            3.906012,           -1.852382,           -4.983049,           -3.591936,            2.059210,            9.197056,           -0.108744,           -2.641864,            0.399860,           11.435805,          -16.344857,           -6.628986,           -3.401226,            1.265347,            4.269121,           -9.986800,           -1.437402,            7.938753,           -0.108814,
                  14,           -6.005742,            6.069224,            1.147098,            8.600739,           -8.811480,           -3.118470,            8.961237,           -7.714867,           -5.852664,           -7.417436,            7.002771,           11.406514,           -0.967960,           -2.754225,            2.814997,            3.547187,           -3.709222,           -3.968771,           -0.835029,            1.060802,           -2.002576,           -3.526659,           -4.614349,            6.363516,            2.018307,
                  15,           -6.399308,            6.493380,           -0.506549,            7.694845,           -7.921205,           -4.526088,            5.461929,           -4.272234,           -6.385868,           -0.344981,           -2.753179,            8.078762,           -3.827417,            3.507633,            0.844963,            8.936724,           -7.625988,          -10.693943,           -1.788663,            1.396498,            2.037657,           -8.706944,           -2.712303,            8.180853,            2.680069,
                  16,           -0.127197,           -0.011744,            2.259496,            5.198563,           -5.274656,           -3.233806,            2.756111,           -1.525396,           -5.453595,           -4.782343,            2.224794,           10.927406,            0.914211,           -8.664100,            5.283796,            6.467823,          -13.674188,            0.781739,            0.589213,            1.091164,           -1.939869,           -2.193700,           -5.290650,            6.018867,            1.340510,
                  17,           -4.434627,            4.156928,            0.062009,            6.794577,           -6.676360,           -2.563341,            0.987278,            0.822275,           -3.051967,            0.530016,           -1.080888,            4.028824,          -12.801523,            1.697777,           20.252806,            8.202555,           -9.008704,           -8.322778,            0.672703,            2.083484,           -2.037213,           -5.805773,           -2.387883,            4.876229,           -2.870929,
                  18,           -1.376487,            1.167840,            1.244488,            4.493343,           -4.511444,           -5.272162,            1.055272,            0.633204,           -7.365518,           -5.534804,            3.493059,           11.273518,           -8.681563,            2.867755,           11.857865,           -2.841133,            6.816958,           -3.034252,           -0.659478,            2.548685,            1.274726,           -9.917267,           -3.856159,            8.157066,            2.690283,
                  19,           -5.189792,            4.835547,            1.539864,            3.184949,           -3.453119,           -4.376732,           -0.443230,            2.668607,           -7.051104,           -0.947034,           -4.011819,           10.787871,           -7.650509,            8.347336,            3.780961,            5.313516,           -8.606784,           -1.515296,           -1.764077,            0.235847,            0.728354,           -3.444523,           -3.572742,            7.998348,           -0.256834,
                  20,           -4.082112,            4.231714,           -1.548053,           10.968414,          -11.015239,           -5.369294,           -3.347186,            4.446439,           -0.979747,           -9.026312,           10.116107,           11.702021,           -8.041972,            7.355447,            7.684430,           -2.558427,           -0.200168,           -6.663086,           -4.536111,           -0.483436,            1.757273,           -4.049082,           -2.289611,            8.160304,           -0.845839,
                  21,           -7.498617,            8.106737,           -2.809555,            9.127954,          -10.085216,            1.140004,           15.059044,          -13.304751,           -8.102187,          -10.347201,           12.360185,           11.384320,            2.672479,          -13.262738,            7.179503,           15.232547,          -18.070079,          -11.808352,           -1.209987,           -1.486967,           -2.029299,            1.232314,           -2.196804,            4.211867,            3.274106,
                  22,           -5.767865,            4.957726,            2.023158,           11.937725,          -12.593797,           -3.021746,           12.637115,           -8.152229,          -11.348017,           -4.648830,            3.957716,            9.243620,           -5.630806,            1.892077,            7.152474,            8.829239,          -11.099839,           -6.282248,            1.172303,            2.160259,            0.763849,           -7.420780,           -2.956967,            7.603621,           -1.672414,
                  23,           -5.877546,            5.847419,            0.730304,            6.404318,           -6.187882,           -4.110346,            6.616148,           -5.970524,           -6.121334,           -3.081849,            2.033047,            7.987025,           -5.211312,            4.644690,            3.543975,           10.034982,           -7.223835,          -13.000375,            1.399542,            3.026996,           -0.887648,           -9.189197,           -3.919988,            6.036843,            4.691400,
                  24,           -6.540187,            6.504808,           -0.940593,           14.567567,          -14.313544,           -5.110013,           -2.579213,            3.821976,           -6.712681,           -6.903535,            6.059040,           11.918781,           -6.124886,            5.990260,            3.444639,            2.071324,            4.158865,           -9.088756,           -7.382898,           -1.875300,            3.828683,           -2.849846,           -2.103522,            7.084285,            4.279388,
                  25,           -6.227985,            6.283172,           -2.315836,            8.142626,           -8.037527,           -6.040710,           18.797705,          -17.062066,           -1.960329,           -4.874189,            3.800557,           10.399697,           -5.114578,            6.816619,            0.321249,           13.860218,          -21.252366,           -5.323131,           -6.153709,           -1.635215,            3.530251,           -3.516911,           -1.040732,            8.506621,           -1.624779,
                  26,           -3.698561,            3.512730,            0.184552,            5.286658,           -5.290115,           -4.727558,            5.659710,           -3.689635,           -4.847856,           -8.124840,            5.915497,           14.680107,           -8.416418,           11.839958,            1.522800,            2.632672,            4.523061,          -10.944358,           -3.050888,            1.046374,            0.169810,           -6.086691,           -3.025054,            7.269505,            0.317791,
                  27,           -4.532219,            4.385165,            0.261512,           10.386736,          -10.330945,           -3.931182,           -2.121853,            3.472622,           -5.990161,           -4.611736,            3.307415,           10.042326,           -1.696502,           -1.783893,            3.116700,            6.139678,           -2.274119,          -10.165132,           -1.178003,            0.224277,            1.099471,           -3.824104,           -2.926462,            6.504183,            1.659291,
                  28,           -0.408002,            0.816323,            1.185168,            7.464604,           -7.083411,           -3.748450,            5.156143,           -5.462248,           -2.641065,           -9.657577,           10.607439,           12.394054,            1.599554,           -5.173055,           -0.549737,            2.344374,            0.684725,           -6.061717,           -2.581697,           -1.277992,           -4.339005,            3.781518,           -5.830979,            5.160090,            3.120902,
                  29,           -1.141624,            0.938562,            1.847913,            3.920383,           -3.813368,           -4.357002,            9.649818,           -8.816959,           -3.621192,           -4.251339,            2.915189,            9.472728,           -0.734191,           -3.110657,            2.488130,            8.172714,           -9.635576,           -6.429971,            1.536708,            2.460087,           -1.643351,           -6.188878,           -4.551367,            6.664001,            0.742234,
                  30,           -2.162459,            1.897872,            1.649734,           12.615869,          -13.061587,           -2.119779,            6.197480,           -3.573000,          -11.823498,           -5.901267,            6.923784,            8.911881,           -3.223093,           -1.264783,            5.057556,            5.774981,            0.598875,          -12.346505,           -2.442241,            0.040760,            0.433299,           -2.806803,           -4.030325,            6.109029,            3.865556,
                  31,           -0.596415,            1.051915,            1.182339,            8.250323,           -7.836685,           -5.861067,            6.349573,           -7.817348,           -0.768581,           -4.906902,            5.045960,            9.378224,           -0.065918,           -7.497531,            5.969979,           12.741294,          -12.690087,          -11.653045,            0.183971,            2.793379,           -2.089137,           -7.614689,           -6.162798,            7.117612,            6.332324,
                  32,           -5.283468,            5.000827,            1.474306,            7.843558,           -7.763785,           -5.179516,            8.807990,           -7.209622,           -7.192154,           -2.848949,            1.473063,            8.473407,           -0.420627,           -3.034441,            1.659738,            6.006819,           -1.691307,          -11.452624,           -0.920481,            2.491661,            0.857705,           -9.401789,           -3.906799,            7.695525,            2.913751,
                  33,           -2.691852,            3.042753,           -3.050713,            8.318894,           -8.398309,           -3.016811,            2.104171,           -0.616143,          -10.489013,           -6.073647,            4.532506,           12.069577,            3.261124,           -6.527739,           -2.363064,            6.478274,           -8.070022,           -4.601883,           -6.450319,           -3.006661,            4.993775,           -1.970319,           -0.755482,            6.369649,            6.056693,
                  34,           -5.974807,            5.457999,            1.704532,            8.661600,           -8.943652,           -2.278234,           17.843543,          -14.442532,          -11.264471,           -4.871139,            4.613041,            8.643859,           -6.029521,            2.331031,            7.889717,            4.268889,            1.136795,          -10.882688,           -1.074425,            1.324431,           -1.075049,           -5.349709,           -3.136820,            5.932172,            0.220363,
                  35,           -4.133138,            4.383938,           -1.093947,            9.719280,           -9.524588,           -6.129950,            8.617599,           -8.294818,           -3.765977,           -5.320950,            5.241241,            9.376011,           -2.365035,            0.452305,            1.715317,            2.394250,            1.921614,           -7.517790,           -4.927794,           -0.698252,            3.347445,           -5.243150,           -2.656948,            8.535983,            3.063054,
                  36,           -3.487196,            3.619660,           -0.451937,            1.552675,           -1.701748,           -4.181275,            7.202215,           -6.611418,           -3.995568,           -4.359467,            2.225730,           10.747291,           -2.637198,            2.227605,            0.279845,            5.008819,           -4.165753,           -5.938303,           -1.315577,            1.665995,            2.280518,           -8.396232,           -3.041310,            7.488964,            2.120281,
                  37,           -7.434312,            7.238172,            2.139270,           10.098724,           -9.945723,           -4.412890,            7.926517,           -6.421332,           -7.158131,           -4.637335,            4.669561,            8.104430,           -5.608712,            4.908156,            4.532962,            5.749905,            4.104109,          -16.730064,           -1.740431,            0.414223,           -1.586098,           -1.956818,           -4.992934,            6.448280,            3.069153,
                  38,           -4.716046,            4.795130,            0.762555,            9.901745,          -10.012964,           -3.869237,            1.988856,           -0.377243,           -4.861027,           -6.189878,            2.104338,           14.908876,            1.212698,           -6.851412,            2.033936,            8.279635,           -7.912297,           -9.183191,            0.280428,            2.853866,           -2.802890,           -7.363425,           -4.524883,            6.765048,            0.655560,
                  39,           -7.009623,            6.966913,           -0.249229,            3.584789,           -3.792834,           -3.761302,           12.750398,          -11.714373,           -3.845328,           -5.641862,            4.870376,           10.045612,           -7.516541,            8.148550,            4.561468,            4.495968,           -3.129157,           -6.425865,           -0.543511,            1.052136,            2.314218,           -6.188799,           -3.026858,            6.935478,            1.751937,
                  40,           -4.272475,            4.422580,            1.197064,           13.692178,          -13.794725,           -2.709682,           17.792458,          -17.086833,           -5.687652,           -5.395529,            3.894317,           11.473236,           -7.097445,            5.407205,            5.678866,            2.582667,           -0.481228,           -4.845665,           -1.372981,            1.564772,           -2.800018,           -4.329392,           -4.877199,            5.700078,            3.116431,
                  41,           -2.188312,            2.449907,           -1.694574,            8.524475,           -8.563860,           -4.920628,            4.870970,           -3.859828,           -5.719326,           -4.814672,            2.869286,           11.078738,           -0.592080,            2.112913,           -3.693698,            9.216674,           -8.730742,           -9.512138,           -6.187551,           -0.780970,            2.632809,           -5.392443,           -1.961463,            7.983239,            3.014382,
                  42,           -3.714686,            4.008778,            0.064411,           12.414411,          -11.945600,           -5.433384,            0.447194,           -0.997063,           -0.755712,           -4.511845,            2.185618,           10.970968,           -4.498608,            6.040215,            0.426724,            7.159822,           -5.084779,           -9.280973,           -0.408687,            2.572045,           -0.639038,           -8.345724,           -4.544465,            6.439911,            4.315367,
                  43,            1.464244,           -1.243628,           -0.109529,           11.880014,          -12.091386,           -3.213648,           11.260740,          -10.529920,           -5.933238,            0.514490,           -5.752394,            9.545608,           -5.552865,            6.734462,            1.383713,            8.238777,           -8.211075,           -8.236889,           -2.008829,           -0.403730,            1.155262,           -2.744981,           -3.644659,            6.642069,            3.380107,
                  44,           -1.889652,            1.768851,            1.015255,            6.594944,           -6.706797,           -3.947776,           11.747788,           -9.888859,           -5.829673,           -1.682791,           -0.338146,            8.197714,           -8.612979,           10.980127,            2.870095,            9.454444,           -7.573966,          -11.458059,           -3.709247,           -1.034013,           -1.581366,            0.195593,           -3.799733,            6.958226,            0.005310,
                  45,            0.455297,           -0.686242,            1.181468,           18.331279,          -17.572664,           -4.197647,            4.688087,           -3.632069,           -7.299117,           -4.487138,            2.290631,           10.643271,           -7.206974,            7.709803,            4.144854,            6.144686,            2.064386,          -15.770263,           -1.738358,            1.929905,           -2.289332,           -6.487263,           -4.031732,            4.275918,            6.171026,
                  46,           -2.959734,            3.086267,            1.199498,            8.864239,           -8.531729,           -3.932571,            4.590981,           -4.405072,           -6.458018,           -8.590558,            8.943876,           11.662969,           -2.412675,           -2.540731,            5.573412,            2.726511,           -3.518067,           -2.054548,           -1.973899,           -0.115237,           -0.738566,           -1.584570,           -5.096716,            5.439951,            6.780600,
                  47,           -4.014671,            3.348707,            3.098799,            7.294963,           -7.373932,           -4.049926,            1.219939,            2.117384,          -11.543872,           -6.469795,            5.099436,           12.163093,            2.453379,           -7.178518,            0.076357,           12.430338,          -10.043421,          -14.282916,           -1.942113,            1.062418,           -0.706030,           -4.413193,           -4.524843,            6.955624,            1.902219,
                  48,           -3.930063,            3.943718,           -0.721735,           10.319785,          -10.359250,           -6.020922,            0.079604,            2.134459,           -4.026864,           -5.660317,            5.421104,           10.028979,           -6.128604,            4.476777,            6.017252,            1.019916,          -12.724103,            8.646506,           -9.310310,           -4.926782,            3.282942,            4.997583,           -2.624434,            8.791565,           -1.165136,
                  49,           -5.934769,            5.965029,            1.048851,            8.372348,           -8.681258,           -2.350822,           12.264927,          -11.386860,           -5.176304,           -5.671896,            4.761766,           11.041645,           -1.533343,           -1.696131,            2.598141,            6.140548,           -4.785305,           -7.061366,            1.704203,            1.925562,           -1.354172,           -4.958628,           -4.373464,            5.956272,            1.725925,
                  50,           -4.334776,            4.580185,            0.759983,           10.097639,           -9.809030,           -3.007981,            7.453755,           -7.595840,           -4.650567,           -2.023515,           -0.323454,            8.293757,            2.456524,           -7.726686,            1.258890,           10.611683,          -12.303850,           -8.638507,            0.419651,            1.452315,           -2.503653,           -4.002203,           -4.680649,            4.636754,            4.811444,
                  51,           -5.506918,            4.970388,            1.860479,           12.767524,          -13.459082,           -1.976168,           -0.782084,            5.275329,          -16.851872,          -11.148933,            6.942221,           19.670423,           -1.565034,            1.091627,           -0.288602,            3.388548,           10.809927,          -19.783361,           -0.530461,            2.585531,            1.200244,           -9.974328,           -3.418766,            6.949228,            3.454940,
                  52,           -2.050517,            2.109100,           -0.072129,            9.599502,           -9.414941,           -3.906912,            5.989391,           -5.432364,           -2.629372,           -4.627884,            1.052540,           13.058405,            0.644840,           -1.902380,           -2.088061,            7.625989,           -7.174165,           -7.883164,            0.506688,            2.913926,           -1.009981,           -8.655108,           -3.363519,            6.024309,            0.931338,
                  53,           -5.938508,            6.642470,           -2.892220,            8.668741,           -8.510058,           -6.713676,           -3.277780,            2.221501,            0.744880,           -8.165226,            9.957100,            9.122176,           -2.537154,           -2.184294,            5.728531,            9.962912,           -8.475326,          -12.608409,           -4.906901,           -0.754610,            3.008004,           -5.630422,           -2.303072,            9.103186,            3.682604,
                  54,           -1.968921,            1.306659,            2.169381,            1.467764,           -1.623723,           -4.171211,           10.257412,           -7.198128,          -12.761232,           -8.074071,            9.537547,           10.216324,           -0.449325,           -0.852570,           -0.690795,           13.792068,          -10.585212,          -16.502093,           -1.417932,            2.059748,            3.502389,           -9.989435,           -3.439080,            7.369302,            4.504730,
                  55,           -5.556319,            5.331494,           -0.144415,            5.323463,           -5.227517,           -5.674930,            2.261124,           -0.991022,           -3.461606,          -10.753771,           12.510231,           12.686285,           -3.667828,            2.248168,            2.759248,           11.282768,          -24.436884,            3.917967,           -2.698389,            0.773227,            3.467295,           -7.159466,           -2.677521,            7.890798,            1.902174,
                  56,           -2.310615,            2.176277,            2.263382,           10.033371,           -9.452638,           -3.201995,           13.368345,          -12.656146,           -6.734986,           -7.627353,            7.102110,           12.412790,           -9.978742,           15.759961,           -0.169424,            4.245554,            3.920197,          -14.549599,            2.059332,            3.191840,           -5.404147,           -5.804596,           -5.461614,            3.796262,            5.471723,
                  57,           -5.763712,            5.454710,            0.501619,           11.352828,          -11.923015,           -0.857752,            9.288156,           -5.425130,          -14.409835,           -4.721179,            6.745658,            6.931398,           -5.933376,            6.932696,            3.247512,            7.938758,            4.924475,          -20.233214,           -0.403143,           -0.875333,            0.240999,           -1.050050,           -2.717282,            5.334254,            2.723120,
                  58,           -5.106060,            5.372106,            1.953697,            6.173433,           -5.929139,           -3.516861,            3.264935,           -2.404167,           -9.882762,           -8.879682,           15.514258,            4.746172,          -10.094079,           -5.895030,           24.607311,            1.112408,            5.650375,           -9.525338,           -6.186748,            0.068941,           -2.249822,           -3.134960,           -5.796398,            5.672051,            6.846496,
                  59,           -4.378590,            3.996994,            2.000623,            6.800019,           -6.646752,           -4.630610,           16.131736,          -14.345039,           -6.867403,           -6.146978,            6.660515,            9.344069,            4.615581,           -7.326339,           -4.278647,            7.119130,           -5.435885,           -9.333795,           -0.674356,            1.723667,           -1.033657,           -5.783071,           -4.100328,            7.050881,            0.942382,
                  60,           -3.671384,            3.791744,            0.170793,            9.997354,           -9.891920,           -5.190667,            8.473970,           -7.422043,           -6.749557,           -8.179584,            9.221473,           10.444311,           -2.965974,           -0.346017,            4.281215,           -0.543042,            4.644226,           -4.470883,           -5.467172,           -0.739143,            2.269107,           -3.886372,           -4.143848,            7.337491,            6.395889,
                  61,           -0.426246,            3.060603,          -10.373912,           11.103029,          -14.399285,            9.741037,            7.992754,           -5.521318,          -19.988652,           -9.496950,           10.014323,            7.964292,          -14.651201,            8.761338,           15.738374,            8.200061,          -13.661758,          -17.957211,           -8.575908,           -3.586965,           -2.611122,            0.097807,            0.823145,            4.172763,            8.550186,
                  62,           -3.366085,            3.226789,           -0.274248,            6.560520,           -6.322191,           -5.024241,            5.929504,           -4.835378,           -6.411249,           -4.145669,            3.292507,            9.117028,            0.520366,           -2.242345,           -1.298901,           10.098081,           -8.782436,          -11.288692,           -3.765523,           -0.694515,            4.211893,           -4.689109,           -2.308105,            7.266327,            2.970168,
                  63,           -4.171669,            4.753659,           -0.133520,           17.103822,          -17.743177,           -0.212537,            6.318144,           -5.597326,           -5.590226,           -4.393994,            3.840471,            8.909458,            0.751565,           -4.889582,            1.565054,            7.136284,           -4.334823,          -10.008210,            1.422006,           -0.175374,           -2.927171,            1.087566,           -4.920898,            4.648268,            2.734482,
                  64,           -6.602437,            6.348239,            0.060079,            1.932505,           -2.454708,           -3.110653,            8.178037,           -4.944632,           -5.814358,           -4.717659,            1.968525,           11.962560,           -8.034269,            3.892652,           10.048535,            4.722958,           -6.515302,           -2.281301,           -0.811761,            1.641476,           -0.233669,           -6.051999,           -2.961478,            7.030703,           -1.920647,
                  65,           -4.447983,            4.239778,            1.206663,            9.898973,          -10.195895,           -3.487071,           -0.045710,            2.297104,          -11.900469,           -3.995133,           10.407683,            0.781226,           -2.487848,            3.544346,           -1.212983,            6.710434,            7.256270,          -22.307137,           -3.369831,           -0.072341,            2.811643,           -5.162604,           -3.663286,            7.207736,            5.311449,
                  66,           -3.264721,            3.199340,            0.233304,           11.258401,          -12.833665,            2.563580,            7.582550,           -4.117899,          -11.425516,           -6.499945,            2.588141,           14.149837,          -12.530617,           10.441502,           13.578553,            8.427850,          -22.665945,            8.833667,            1.813344,            0.657244,           -2.657168,           -0.489021,           -3.435051,            4.487276,            0.612424,
                  67,           -4.470137,            4.511613,            1.268896,           16.077649,          -16.327312,           -3.431519,            4.441879,           -3.422914,           -6.237295,           -3.443010,            5.299571,            5.236718,           -3.802848,            4.496800,            0.562264,            5.363552,           -1.131542,          -10.260428,           -0.684427,            1.063702,           -0.734911,           -4.239615,           -4.733569,            6.843770,            3.178237,
                  68,           -5.930877,            5.887347,            1.400232,            6.116525,           -6.939466,            0.794353,           12.855200,          -10.960840,           -9.300540,           -4.437952,            1.611965,           11.207372,           -4.668076,            2.225258,            4.864664,            5.782099,           -9.412621,           -1.807698,            2.309794,            2.522320,           -3.369625,           -4.712043,           -4.487136,            4.192130,            2.577046,
                  69,           -1.719225,            2.026565,           -1.142996,            7.964669,           -7.569647,           -5.067222,            7.502995,           -7.624298,           -1.166693,           -4.847998,            4.234631,            8.124108,           -4.089201,            3.304750,            3.276502,            9.041657,           -7.047885,          -11.333222,           -2.555142,            1.495538,            0.298465,           -7.573676,           -3.021154,            6.473249,            2.655789,
                  70,           -1.610881,            1.697833,            1.800785,            9.707811,          -10.236106,           -0.460130,            1.039001,            0.798271,           -8.818924,           -1.599537,           -2.225010,           10.518383,           -2.047214,            2.639993,           -1.220220,            9.467888,          -11.245614,           -6.830506,            1.645804,            2.577464,           -5.186114,           -4.377372,           -5.351312,            4.583641,            2.556508,
                  71,            1.763457,           -1.506807,           -0.307192,           15.649623,          -15.639367,           -4.792309,           -3.547763,            4.271938,           -7.020683,           -4.272096,            1.298023,           11.486670,           -5.974034,            5.925390,            3.277898,            7.261389,           -6.381310,           -8.675831,           -3.854285,           -0.335934,            1.255313,           -4.369563,           -3.505962,            7.632892,            4.997463,
                  72,           -3.346616,            3.201958,            0.777862,            2.598611,           -2.234768,           -4.776334,            6.099894,           -4.638605,           -8.418510,           -4.868268,            4.088139,            9.617410,           -2.665696,            3.125408,           -1.365467,            9.979995,           -8.113521,          -12.732852,           -4.193321,           -0.009285,            2.000833,           -5.018797,           -3.450728,            6.699907,            3.694063,
                  73,           -5.562595,            5.624025,            0.747322,            8.123540,           -8.370309,           -2.343529,            9.871229,           -8.998302,           -5.601894,           -3.350389,            2.295809,            8.502458,           -3.423644,           -0.726632,            5.279209,            6.972433,           -7.976110,           -5.878433,            2.507740,            3.276530,           -1.916105,           -8.312045,           -4.238049,            5.744715,            2.694587,
                  74,           -3.639838,            3.319475,            2.324506,           11.180287,          -10.576649,           -3.063220,            8.531796,           -8.440226,           -8.987299,          -12.546303,            8.916091,           20.288482,           -6.566027,           -0.085966,            9.606518,            1.032159,          -11.546597,            8.656771,           -8.661914,           -1.256211,            0.554122,           -0.101177,           -4.836606,            3.945125,            8.579580,
                  75,           -6.328490,            6.329064,            0.215148,           14.093743,          -14.411810,           -2.441856,            5.680720,           -4.557796,           -6.353666,           -4.917236,            3.446551,           10.372052,            1.884593,           -5.818685,            0.149425,            5.745389,           -5.751466,           -5.947460,            0.452577,            1.930130,            0.534729,           -7.226932,           -3.357617,            6.120468,            2.733187,
                  76,           -1.751390,            1.397321,            1.565522,            8.124301,           -8.325848,           -4.688393,            1.368692,            1.610616,           -8.802347,           -5.976502,            4.974793,           10.790095,           -5.656569,            5.025335,            3.856969,            6.361246,           -5.961670,           -6.590979,           -4.354289,           -0.980969,            0.171275,           -1.219176,           -3.811535,            7.972301,            0.446033,
                  77,           -7.347321,            7.078040,            1.686132,           13.714114,          -14.016310,           -4.281654,           13.925925,          -11.809797,           -6.445809,           -1.760506,           -0.142731,            8.328533,           -6.595025,            4.710974,            4.967231,            1.384439,            8.168901,          -12.254121,            0.066601,            2.340226,           -1.491263,           -6.959935,           -4.035313,            8.020639,           -0.646049,
                  78,           -1.584003,            1.773866,            0.134471,           14.041950,          -13.964189,           -3.664890,           14.131700,          -13.852906,           -4.045201,           -2.545346,            1.541641,            7.613744,           -5.217496,            7.323916,           -0.201199,            8.364238,           -5.550939,          -11.682759,           -1.437667,           -0.429223,           -0.237228,           -1.343124,           -3.899038,            6.071722,            3.001606,
                  79,           -2.685737,            2.536467,            0.423302,            7.577979,           -8.020579,           -3.605637,           14.446804,          -11.697940,           -8.942061,           -3.877621,            3.047233,            8.581180,           -5.810474,            7.473583,            1.383141,            4.807251,           -0.329637,          -10.513781,           -4.065999,            0.159920,            0.428396,           -4.688548,           -3.189737,            7.646000,            1.446812,
                  80,           -4.530656,            3.403840,            2.712233,           11.633970,          -12.669064,           -1.834018,            8.678514,           -1.792788,          -17.054015,           -4.192854,            4.947405,            7.593830,           -6.407543,            2.569903,            7.913192,           16.015272,          -13.741131,          -16.562177,           -2.032443,            0.214901,            0.174459,           -3.450763,           -2.340670,            7.715982,           -4.204641,
                  81,           -4.925345,            5.143291,           -0.474224,            9.613406,           -9.155498,           -4.758626,            1.492282,           -1.730010,           -1.522681,           -3.939892,            1.887445,           10.246344,           -5.025900,            4.892281,            2.299889,            6.011302,           -0.135421,          -12.907649,           -2.869278,           -0.899399,            0.885858,           -1.273042,           -3.607464,            5.866338,            3.344679,
                  82,           -6.477249,            5.253644,            1.761210,            6.573284,           -7.075343,           -3.976517,           12.180807,           -5.971866,           -9.841170,           -7.726390,            6.974561,           13.964844,           -3.956097,           -1.232603,            7.226395,           -4.998656,            2.429723,           10.789904,           -2.063448,            2.603980,            0.480601,           -9.148431,           -1.640170,            8.099471,           -7.597051,
